gameID,theme
1182,Fantasy
1182,Horror
4796,Action
4796,Comedy
11617,Action
11617,Fantasy
21754,Comedy
42574,NA
22528,Action
22528,Fantasy
22528,Comedy
48042,NA
20071,Action
70413,Action
11004,Action
11004,Horror
7717,Non-fiction
49167,Action
49167,Non-fiction
49205,Action
6455,Action
6455,Fantasy
11762,Action
11762,Comedy
209931,Action
134833,Action
4978,Action
4978,Fantasy
4285,NA
198806,NA
198844,NA
24331,NA
41830,Fantasy
41830,Kids
41830,Party
5302,Action
8200,Fantasy
8200,Historical
8200,Warfare
69204,NA
64178,NA
44066,NA
6948,Science fiction
77321,NA
3802,Action
3802,Fantasy
3802,Open world
23255,NA
49281,Action
22958,Mystery
48021,NA
198874,NA
20300,Action
72487,Action
19006,Action
19006,Fantasy
19006,Comedy
19006,Kids
72830,NA
12895,Action
12895,Science fiction
164592,NA
47700,NA
91708,Business
91708,Non-fiction
47694,Action
5760,Action
5760,Horror
126289,NA
74301,NA
573,Action
573,Science fiction
11459,Fantasy
8607,Fantasy
20826,Kids
20826,Party
3840,Action
4799,Action
4799,Science fiction
4799,Survival
124264,Romance
131515,NA
5733,Action
1258,Comedy
1258,Party
200898,Action
200898,Science fiction
5722,Action
21086,Historical
21086,Kids
4079,Action
4079,Science fiction
80202,NA
1165,Action
980,Action
980,Sandbox
980,Open world
50639,Kids
5265,NA
19370,Action
19370,Non-fiction
68012,Action
68012,Science fiction
6241,NA
20699,NA
84820,NA
8305,Science fiction
131706,Action
131706,Kids
22761,Action
21375,Action
3055,Action
200334,NA
200331,NA
50680,NA
47951,NA
4031,NA
8646,Action
24309,Action
47398,Action
47398,Thriller
47398,Historical
47398,Sandbox
47398,Open world
47398,Warfare
47398,Mystery
25191,NA
82303,NA
3589,Action
6338,NA
23552,Party
8281,Action
8281,Science fiction
45075,NA
6975,Action
6975,Fantasy
6975,Historical
4096,Action
46801,NA
25184,Action
718,Action
718,Science fiction
71407,Action
71407,Fantasy
88367,NA
5015,Action
11151,NA
21282,Action
21282,Kids
21282,Party
43597,Action
43597,Science fiction
18255,Action
19306,Action
20804,Action
20804,Science fiction
2929,Comedy
2929,Party
13909,NA
6973,Action
6973,Science fiction
6197,NA
18269,NA
91207,Party
172406,NA
16616,Comedy
16616,Educational
16616,Kids
21568,Science fiction
83900,NA
8841,NA
87,Action
87,Science fiction
69229,Non-fiction
4680,NA
15003,NA
44870,NA
43942,NA
2597,Action
2597,Comedy
2597,Kids
7974,NA
409,Action
409,Fantasy
6643,Action
15840,Action
15840,Science fiction
3892,Action
3892,Educational
22568,Action
196138,Action
5291,Comedy
47926,NA
46664,Action
6745,Action
6745,Fantasy
6745,Warfare
47975,NA
4127,Fantasy
218142,NA
78872,Sandbox
6420,Action
7939,NA
7943,NA
44981,Action
24273,Historical
24273,Warfare
24273,"4X (explore, expand, exploit, and exterminate)"
4171,Fantasy
4171,Science fiction
4171,Historical
4038,NA
200914,Action
5250,NA
20073,Action
144796,NA
45305,NA
4268,NA
81538,NA
7966,Action
7966,Non-fiction
3377,Sandbox
1098,Action
23138,Action
26754,Party
3097,Action
3097,Horror
3097,Survival
3097,Drama
1549,Action
3598,Action
3598,Horror
1770,Action
1770,Science fiction
1770,Comedy
51000,NA
206510,Fantasy
206510,Thriller
206510,Historical
206510,Comedy
206510,Drama
206510,Mystery
1710,Action
1710,Comedy
1710,Party
1726,Action
1726,Science fiction
3386,Sandbox
5478,Action
2144,Science fiction
2144,Horror
2144,Comedy
2144,Warfare
21127,Fantasy
21127,Thriller
21127,Historical
21127,Comedy
21127,Drama
21127,Mystery
11317,Fantasy
11216,Action
11216,Science fiction
9887,Action
109054,NA
78622,Action
78622,Fantasy
78622,Horror
78622,Survival
78622,Historical
6358,Action
6358,Fantasy
6358,Comedy
6358,Open world
22771,Action
22771,Science fiction
11000,Horror
11000,Survival
2035,Action
2035,Comedy
2035,Kids
7002,NA
4877,Action
21206,Action
21206,Fantasy
21447,Fantasy
11205,Science fiction
11205,"4X (explore, expand, exploit, and exterminate)"
21851,Action
21851,Fantasy
21851,Comedy
3150,Action
3150,Fantasy
3150,Comedy
3150,Party
707,Science fiction
206690,Action
47822,Fantasy
47822,Science fiction
47822,Kids
21,Action
21,Science fiction
21,Thriller
7842,Action
7842,Thriller
7842,Mystery
80268,NA
199434,NA
77638,NA
194569,NA
42393,NA
49163,Action
128368,NA
19092,Action
19092,Science fiction
19092,Comedy
50976,NA
4990,NA
144230,NA
222496,NA
43550,NA
18418,NA
395,Fantasy
45296,NA
24315,Action
24315,Fantasy
5264,NA
72115,Action
125526,NA
886,Non-fiction
94733,NA
7423,Action
7423,Fantasy
81440,NA
209512,NA
50913,NA
6833,Action
6833,Historical
6833,Warfare
83639,NA
1109,Action
1109,Science fiction
7467,Action
7467,Survival
7467,Stealth
7467,Comedy
7467,Sandbox
60014,NA
7381,NA
6657,Educational
3498,Non-fiction
4965,Action
4965,Comedy
128891,Educational
128891,Party
45285,Comedy
6537,NA
38485,Comedy
47896,Action
557,Action
72752,NA
85680,NA
49910,NA
83208,NA
3832,Action
11376,Action
201741,NA
45286,NA
88574,NA
200906,Action
200906,Comedy
80281,NA
186046,NA
5725,NA
4948,NA
7924,NA
116896,Party
153614,Kids
19405,NA
24343,Educational
210456,NA
8299,NA
7184,Science fiction
1415,Action
47758,Action
47758,Comedy
5913,Action
5913,Historical
5913,Warfare
28161,NA
11870,Action
11870,Science fiction
222411,Action
58538,Science fiction
19267,Action
19267,Fantasy
19267,Historical
116957,Educational
116957,Party
3513,Action
3513,Science fiction
43582,Action
127485,Party
6884,Horror
198964,NA
45000,Action
142026,Educational
142026,Party
43344,NA
24326,NA
3414,Action
3414,Horror
3414,Survival
47907,Action
47907,Mystery
1176,Action
37788,NA
21289,NA
47879,Action
47879,Educational
218005,NA
20267,NA
19412,Action
3810,Action
24155,Action
24155,Science fiction
995,Historical
995,Warfare
24897,Action
24897,Science fiction
20240,NA
4086,Action
4086,Science fiction
1393,Comedy
45096,Action
45096,Science fiction
47899,NA
4129,Action
4129,Science fiction
1616,Action
6322,Action
43588,Non-fiction
220131,NA
11480,Action
7126,Action
7049,Action
7049,Science fiction
5974,Action
69177,Educational
69177,Party
49385,Action
45290,Action
45290,Science fiction
218185,Action
218185,Science fiction
218185,Horror
47371,NA
6334,Action
5023,Action
6915,Action
6915,Warfare
6565,Action
25171,NA
20297,NA
5179,Action
8266,Action
145817,Action
145817,Sandbox
6970,NA
3902,Action
18273,Action
18273,Comedy
18273,Educational
8245,Action
20162,Party
21501,Action
21501,Science fiction
7384,NA
7079,NA
49197,NA
4778,Sandbox
210729,NA
7469,Action
7469,Stealth
19424,Action
2794,Action
2794,Party
23761,NA
2854,Action
24176,Action
5481,Action
875,Non-fiction
44843,NA
119255,Educational
119255,Party
7164,NA
1208,Action
1208,Fantasy
3544,NA
210699,Action
210699,Fantasy
210699,Historical
29117,NA
81439,Action
49201,Educational
49201,Kids
1002,Action
1002,Science fiction
1002,Comedy
19421,Action
19421,Science fiction
19421,Comedy
19421,Kids
84972,Comedy
387,Action
387,Fantasy
20210,Action
20210,Fantasy
1133,Action
13777,Action
13777,Science fiction
13777,Horror
2572,Action
8503,Action
8503,Science fiction
8503,Thriller
8503,Comedy
4097,Action
4097,Fantasy
3494,Non-fiction
4139,Action
4139,Science fiction
4139,Comedy
23251,Horror
23251,Survival
20597,Action
20597,Fantasy
3806,Action
3806,Comedy
4930,NA
505,Action
505,Fantasy
505,Historical
6502,Fantasy
8172,Action
7290,Action
7290,Fantasy
7290,Historical
2266,Action
2266,Fantasy
2266,Historical
6768,Fantasy
19986,Action
19986,Fantasy
7577,Action
433,Action
433,Science fiction
433,Stealth
72563,NA
5150,Action
5150,Fantasy
5150,Historical
1276,Action
1276,Horror
1276,Thriller
1276,Drama
1276,Open world
1276,Mystery
6164,Drama
3908,Action
1672,Action
1672,Science fiction
4223,Action
20054,Action
47979,NA
1437,Fantasy
49377,Fantasy
49377,Survival
16474,Fantasy
16474,Sandbox
84,Action
84,Fantasy
84,Historical
182225,Action
182225,Stealth
1352,Fantasy
91753,NA
1592,Action
1592,Fantasy
1733,Action
19428,Action
46837,Business
46837,Non-fiction
198635,NA
153696,Comedy
153696,Drama
153696,Erotic
153696,Romance
10474,NA
23475,NA
37517,Action
37517,Comedy
85515,NA
22066,Horror
74170,NA
3298,NA
4798,Action
4798,Horror
4798,Survival
4798,Comedy
4798,Sandbox
86074,NA
1452,NA
11593,Fantasy
49330,NA
74171,NA
5735,NA
78825,NA
74172,NA
49299,Action
23443,NA
6977,Action
6977,Science fiction
6937,Action
6937,Fantasy
6937,Science fiction
6937,Historical
210161,NA
9746,Party
131267,NA
1919,Action
1919,Comedy
199427,NA
115430,NA
3339,NA
18275,Action
47603,Action
133964,Warfare
3523,NA
130996,NA
38165,Action
98,Open world
8278,Action
49202,Action
49202,Science fiction
19688,NA
7855,Action
43286,NA
5861,Action
3613,Action
8966,Action
8966,Comedy
3531,NA
18650,Action
2781,Action
2781,Comedy
44930,NA
4170,Fantasy
4170,Historical
1202,Action
1202,Fantasy
1202,Science fiction
20724,NA
2784,Action
2784,Comedy
47809,Fantasy
47809,Survival
5067,Action
74702,NA
212232,Action
19248,NA
201349,Action
6190,Action
20295,NA
159601,Action
45484,NA
7303,Sandbox
67803,NA
5110,NA
21886,NA
17024,Action
79360,Action
78743,NA
43876,NA
7391,Action
7391,Fantasy
7391,Horror
5410,Action
8135,Comedy
5431,Fantasy
5431,Historical
9861,Non-fiction
3616,Action
7109,NA
21891,NA
2982,Action
100279,Action
100279,Historical
47782,Historical
7243,Action
7243,Fantasy
7243,Historical
7221,Action
7221,Fantasy
7221,Historical
42571,Non-fiction
3551,NA
18287,Action
47078,Action
47078,Horror
47078,Survival
47078,Comedy
18865,Action
4017,NA
12128,Warfare
68938,NA
220540,NA
55105,Educational
5788,NA
152929,NA
7457,Horror
7457,Survival
5902,NA
1134,Action
1134,Horror
49198,Fantasy
49198,Historical
6842,Fantasy
6842,Historical
6842,Warfare
6987,Action
6987,Fantasy
6030,Action
8056,Action
5898,Action
5898,Comedy
5898,Party
144084,Science fiction
84166,NA
4076,NA
4061,Science fiction
4061,Historical
4061,Party
146774,Fantasy
146774,Science fiction
5242,NA
14406,Action
14406,Fantasy
14406,Historical
14406,Stealth
14454,Action
5997,Action
6683,NA
19090,Action
19090,Fantasy
19090,Science fiction
54790,Action
2558,Action
2558,Science fiction
22298,NA
9708,Action
9708,Science fiction
9708,Thriller
9708,Survival
20655,Action
20655,Fantasy
43272,NA
77253,NA
7301,Comedy
24269,Action
43304,NA
5971,Horror
5971,Comedy
206345,Comedy
50039,Action
5301,NA
47852,NA
5661,Action
5661,Science fiction
3610,NA
22242,NA
20764,Action
20764,Stealth
7909,NA
6688,Action
49896,NA
18296,Comedy
67804,Action
50611,NA
1832,Action
3647,Action
3647,Fantasy
4191,Action
1016,Action
1016,Horror
193331,Action
193331,Fantasy
7103,NA
19072,Action
19072,Fantasy
8333,NA
6221,Action
6221,Science fiction
5070,NA
20215,NA
63628,Action
63628,Historical
50737,NA
1035,Action
1035,Fantasy
3108,Party
20456,Horror
20456,Survival
18373,Action
75986,Action
75986,Fantasy
5541,Action
5541,Mystery
1734,Action
1734,Science fiction
131795,Non-fiction
212311,Action
141334,Action
4100,Action
4100,Fantasy
4100,Comedy
222412,Action
222412,Horror
15457,Action
15457,Fantasy
218389,NA
5982,Action
39460,NA
1901,Action
1901,Warfare
22753,NA
5992,Action
5992,Science fiction
4229,Action
4229,Comedy
6919,Action
6919,Fantasy
6919,Historical
3939,Action
3939,Stealth
3795,Fantasy
6940,Action
118554,NA
43627,NA
235,Business
235,Sandbox
341,Action
341,Fantasy
112660,NA
3193,Action
3193,Open world
18443,Action
117003,NA
117495,Action
117495,Fantasy
117495,Open world
60177,Action
91838,NA
2564,Action
6960,Action
3480,Action
3480,Science fiction
3480,Comedy
21235,Fantasy
21235,Comedy
42793,Action
42793,Fantasy
1966,Action
1966,Fantasy
1966,Comedy
1966,Kids
2595,Comedy
2595,Business
2595,Sandbox
647,Science fiction
647,Warfare
49298,Action
49298,Science fiction
1720,Action
1720,Science fiction
11594,Action
797,Fantasy
797,Drama
797,Mystery
1834,Action
1834,Comedy
92738,NA
7062,Action
22220,Action
210460,NA
225246,Fantasy
225246,Comedy
225246,Sandbox
225246,Romance
69325,NA
20260,NA
49269,NA
2675,NA
47626,Action
47626,Stealth
3669,Action
3669,Fantasy
3669,Comedy
24129,Action
192906,NA
26006,Action
26006,Fantasy
69203,NA
5832,Non-fiction
218368,NA
68262,NA
18230,Fantasy
18230,Historical
5758,NA
200881,Action
200881,Fantasy
200881,Comedy
3438,Action
3438,Comedy
5271,NA
23202,Action
23202,Science fiction
100265,NA
5259,NA
12315,Action
45390,NA
47746,NA
192905,NA
20432,NA
8679,NA
18276,Action
47358,NA
7930,NA
5037,Action
5037,Party
4671,Kids
5568,Action
5568,Horror
210459,NA
91721,NA
5723,Action
200896,Action
200896,Comedy
3838,Action
9150,Action
4028,NA
7945,NA
191439,Action
37767,NA
218388,NA
4743,Comedy
4743,Party
20896,NA
49592,NA
14757,Action
43306,NA
399,Action
399,Fantasy
6433,Science fiction
6433,Horror
6433,Comedy
43911,Educational
49257,Action
4806,Kids
4806,Party
2996,Action
2996,Kids
18421,NA
15467,Science fiction
43605,NA
50709,Educational
44944,NA
286,Action
286,Science fiction
286,Horror
1808,Action
18417,NA
7461,Action
7461,Science fiction
5121,NA
8027,Action
8027,Comedy
49392,Action
49392,Comedy
7263,Historical
7263,Warfare
20114,Action
20114,Science fiction
43949,Action
2968,Fantasy
2968,Warfare
5153,Action
5153,Non-fiction
1589,Action
43635,Action
43635,Stealth
1275,Business
1275,Sandbox
5929,Open world
4780,NA
50727,Fantasy
50727,Kids
25911,Action
25911,Science fiction
25911,Comedy
16587,Fantasy
75746,NA
20978,Action
20978,Fantasy
20978,Science fiction
510,NA
10615,NA
21405,Science fiction
2917,Action
2917,Fantasy
21154,Fantasy
6983,Action
6983,Fantasy
6983,Historical
44776,Action
6557,Comedy
6557,Kids
6557,Party
1525,Action
1525,Science fiction
20773,Business
20773,Kids
43641,Action
38387,Action
8134,Action
8134,Comedy
15900,Fantasy
24145,Party
567,Action
567,Open world
5009,NA
1791,Action
1791,Science fiction
1791,Comedy
19875,NA
24165,Action
24165,Fantasy
9545,Action
9545,Science fiction
6062,Action
50616,NA
14355,Science fiction
22020,Action
22020,Fantasy
22020,Historical
1886,Action
1886,Warfare
10905,Action
10091,NA
3392,Sandbox
210730,Fantasy
210730,Comedy
21736,Action
8054,Educational
18370,Action
18370,Fantasy
18370,Comedy
6051,NA
7931,NA
22733,Action
3940,Action
66260,Action
47775,Action
2470,Action
1669,Action
5575,NA
1748,Action
1748,Science fiction
1361,Action
43940,Action
44042,Fantasy
44042,Sandbox
39472,NA
7094,Action
7094,Fantasy
7094,Historical
3508,Action
2194,Action
2194,Comedy
84799,Action
23005,Action
12382,Action
12382,Fantasy
8576,Action
8576,Fantasy
6061,Action
6061,Horror
6401,Action
21838,Action
21838,Fantasy
21838,Sandbox
4974,Fantasy
6955,Party
1756,Action
1756,Science fiction
1779,Action
1779,Science fiction
6257,NA
7061,NA
1508,Action
1508,Science fiction
1508,Warfare
13557,Fantasy
21406,Fantasy
543,Action
244,Action
244,Fantasy
244,Science fiction
244,Historical
21766,Fantasy
44702,Action
44702,Fantasy
22774,Action
224,Fantasy
224,Comedy
224,Sandbox
224,Romance
504,Action
504,Fantasy
504,Comedy
504,Sandbox
47699,Sandbox
5840,Action
5840,Educational
1254,Action
1254,Fantasy
7432,Action
79315,NA
6990,NA
91644,NA
13120,Fantasy
13120,Comedy
13120,Sandbox
13120,Romance
3695,Historical
3421,Action
25181,Action
49171,Action
49171,Horror
40297,NA
123049,Business
3462,Action
2793,Action
7213,Action
7213,Fantasy
7213,Historical
7213,Stealth
75732,NA
4178,Action
4178,Comedy
6939,Action
6939,Fantasy
6939,Science fiction
6939,Horror
6939,Survival
6318,Action
6318,Comedy
26135,NA
86214,NA
165449,NA
100300,NA
2370,Fantasy
49199,Thriller
49199,Drama
47686,Action
3862,Action
3862,Fantasy
238,Fantasy
238,Science fiction
238,Drama
238,Mystery
189962,Action
7093,NA
54757,NA
20068,Action
20068,Fantasy
20068,Historical
7121,Action
7121,Science fiction
7121,Horror
72894,NA
8470,Action
8470,Fantasy
8470,Historical
25385,Educational
24265,NA
50566,NA
18558,Action
18558,Science fiction
3380,Open world
204246,NA
58438,NA
12427,Action
12427,Science fiction
12427,Thriller
136875,Action
136875,Fantasy
136875,Science fiction
136875,Kids
43662,Action
23391,NA
49372,Action
131544,NA
148631,Action
148631,Kids
19649,Action
67614,Science fiction
6473,Action
18565,Action
13715,Warfare
48022,NA
20736,Action
20736,Fantasy
20736,Comedy
5666,Action
193314,Action
193314,Fantasy
22763,Action
22763,Horror
94359,NA
178558,Business
43248,NA
50462,Action
47709,NA
584,NA
51022,NA
19652,Action
19652,Comedy
27255,Action
61435,NA
37486,NA
50682,Action
175778,Action
74859,Action
42262,NA
100035,Action
100035,Fantasy
100035,Science fiction
100035,Party
100035,Mystery
5018,Action
5018,Sandbox
6409,Historical
21042,Action
6424,NA
191407,Fantasy
191407,Science fiction
191407,Historical
20421,NA
6938,Action
42980,NA
7254,Historical
7254,Warfare
7982,Action
18695,Action
23693,NA
208359,NA
86185,Comedy
86185,Kids
43630,NA
192926,Action
192926,Comedy
192926,Warfare
202149,Action
202149,Science fiction
202149,Horror
7925,Business
3883,Action
3883,Comedy
517,Action
517,Science fiction
517,Horror
314,Action
24094,NA
7101,Action
3923,Action
7304,NA
42876,NA
9006,Action
9006,Fantasy
11559,Non-fiction
44918,Action
44918,Comedy
18386,Action
14716,Fantasy
20275,Action
20275,Fantasy
11326,Fantasy
11326,Historical
18310,Science fiction
19999,Science fiction
19999,Horror
5808,Action
5808,Horror
131426,NA
7165,NA
45229,NA
2807,Action
2807,Science fiction
194214,Action
7307,Action
4572,Action
3821,Action
3821,Fantasy
4634,Historical
47789,NA
3567,NA
8236,Action
8236,Science fiction
6953,NA
43278,Action
8929,Action
24249,NA
22993,Horror
22993,Survival
15835,Fantasy
15835,Science fiction
15835,Historical
7302,Fantasy
5322,Action
2913,Comedy
2913,Erotic
10157,Action
10157,Fantasy
10157,Historical
10157,Sandbox
18305,Action
18305,Horror
3963,Action
809,Non-fiction
4893,Non-fiction
7110,NA
18045,Action
7001,Action
7001,Fantasy
2816,Action
20243,Party
44980,Action
22449,Action
44586,Party
11129,Action
81849,Kids
7215,Sandbox
7215,Open world
1303,Action
1303,Warfare
11694,Action
11694,Fantasy
11694,Comedy
193315,Action
193315,Fantasy
3975,Action
6913,Action
6913,Science fiction
13899,Action
13899,Comedy
8647,Non-fiction
23093,NA
1564,Action
1564,Fantasy
1564,Historical
4167,Action
2066,Action
80504,Fantasy
80504,Science fiction
2747,Action
20797,NA
5090,Action
14718,Fantasy
43868,NA
20010,Action
20010,Horror
9709,Action
9709,Fantasy
9709,Kids
49258,Action
49258,Fantasy
4718,Party
450,Action
450,Warfare
2583,Action
23463,Action
23463,Comedy
46885,NA
42,Action
42,Science fiction
3728,Action
193313,Action
193313,Fantasy
23099,Action
3465,Action
5883,Action
5883,Fantasy
11610,Comedy
5924,Action
5924,Horror
5924,Comedy
5924,Sandbox
5924,Open world
9928,Non-fiction
6516,Fantasy
6516,Historical
5311,Action
6456,Action
6456,Fantasy
6456,Comedy
4222,Action
201348,Sandbox
201348,Open world
21600,Horror
21600,Survival
46,Action
46,Fantasy
46,Comedy
3188,Action
3188,Horror
3188,Thriller
21518,NA
546,Action
546,Science fiction
9498,Action
9498,Science fiction
9498,Stealth
19531,Action
19531,Science fiction
19531,Horror
19531,Survival
6996,Action
6996,Science fiction
2112,Action
2112,Thriller
2112,Open world
7038,Action
42794,Action
42794,Fantasy
843,Action
843,Fantasy
843,Comedy
7029,Action
1341,Action
1341,Science fiction
1341,Stealth
11172,Action
11172,Sandbox
11172,Open world
106204,NA
136733,Non-fiction
199012,Action
3995,Action
24355,Action
24355,Science fiction
77059,Action
3720,Action
17246,Action
17246,Science fiction
5679,NA
50600,NA
27587,Action
5189,Comedy
5189,Kids
7941,NA
75526,Action
19131,NA
40577,Action
40577,Science fiction
1456,NA
80413,NA
218331,NA
78876,NA
10562,NA
3612,Action
6446,NA
49405,Action
49405,Horror
49405,Mystery
68083,NA
15543,Action
15543,Science fiction
15543,Survival
6428,Action
6428,Comedy
71403,Action
61437,NA
24089,NA
970,Action
970,Horror
970,Survival
176770,NA
4020,NA
3667,NA
28509,Action
204786,Action
147274,Action
533,Action
533,Stealth
86213,NA
5268,NA
65005,NA
23446,NA
1327,Action
1327,Science fiction
4004,Action
4004,Science fiction
4004,Comedy
51163,Action
51163,Comedy
2581,NA
5214,Action
5214,Comedy
75729,Science fiction
78581,NA
4519,Action
4519,Science fiction
4519,Horror
4519,Survival
47918,NA
42563,Science fiction
172784,NA
172794,Action
172794,Science fiction
4673,NA
47853,NA
51008,Sandbox
51008,Kids
38234,Science fiction
47818,NA
784,Action
784,Science fiction
60417,NA
42855,NA
8648,NA
2770,Action
808,Non-fiction
50710,NA
48045,Action
43400,NA
20135,NA
47416,NA
134213,NA
1827,Action
1827,Science fiction
1827,Stealth
5739,Action
18108,Action
18108,Fantasy
4350,Action
6941,NA
40030,NA
225619,NA
407,Action
407,Fantasy
1780,Action
1780,Science fiction
128888,Action
5030,Action
25880,Action
128704,NA
21358,NA
94829,Action
44998,NA
3310,Action
43390,NA
5798,Educational
5798,Party
51060,NA
52218,NA
47,Action
47,Fantasy
147051,Action
154738,NA
5911,Action
5911,Science fiction
3824,Action
3824,Science fiction
206652,Action
206652,Comedy
5671,Action
4872,Action
4872,Science fiction
4872,Survival
6608,Action
6608,Science fiction
197871,NA
146987,Action
146987,Science fiction
4570,Action
18941,Action
1368,Action
1368,Stealth
1368,Warfare
74168,NA
2192,Action
2192,Stealth
2192,Open world
47935,Action
17259,Educational
6702,Action
45093,Action
198643,Fantasy
134299,NA
23879,Fantasy
23879,Science fiction
23879,Thriller
23879,Warfare
122204,NA
42854,NA
9109,Action
9109,Comedy
4708,Action
4708,Warfare
5095,NA
6398,NA
1461,Comedy
20587,NA
3703,NA
7786,Action
7786,Science fiction
43631,NA
3437,NA
4091,Action
4091,Science fiction
4091,Comedy
26544,Comedy
26544,Business
26544,Kids
26544,Party
29197,NA
1432,Action
1432,Drama
21196,NA
11067,Action
11067,Science fiction
11067,Horror
1743,Action
1743,Science fiction
131067,Action
6435,NA
1697,Action
5585,Action
5585,Science fiction
43716,NA
5069,NA
6649,NA
19626,Action
3783,Action
132054,NA
4803,NA
5243,Action
5243,Science fiction
9142,NA
1582,Action
1582,Comedy
2858,Action
2858,Horror
20649,NA
1524,Action
1524,Science fiction
26143,Action
26143,Comedy
51079,Action
51079,Stealth
19184,NA
4977,Action
203161,NA
1523,Action
1523,Science fiction
3836,Action
49339,Action
47336,NA
47629,NA
1662,Action
1662,Fantasy
1662,Science fiction
1667,Action
7090,Party
21073,Action
21073,Survival
21073,Stealth
971,Horror
971,Survival
77457,Non-fiction
21660,Action
20255,Action
20255,Science fiction
6914,Action
6914,Science fiction
1229,Fantasy
1229,Science fiction
8609,Action
8609,Fantasy
8609,Science fiction
2667,Action
1369,Warfare
9669,Fantasy
11857,Action
11857,Fantasy
11857,Science fiction
4220,Action
4220,Fantasy
4220,Science fiction
4220,Historical
356,Action
356,Science fiction
356,Horror
2252,Action
7201,Science fiction
5801,NA
4928,Action
4928,Sandbox
19539,Open world
4674,Action
4674,Fantasy
4674,Science fiction
4674,Comedy
5257,NA
6038,Science fiction
6038,"4X (explore, expand, exploit, and exterminate)"
6984,NA
7240,Action
21558,Fantasy
23088,Action
23088,Science fiction
23088,Horror
5833,Action
20408,Action
8658,Action
8658,Fantasy
8658,Historical
54535,Action
54535,Science fiction
9242,Action
9242,Fantasy
9242,Science fiction
9242,Historical
49080,NA
228272,NA
22756,Fantasy
7599,Action
7599,Fantasy
7599,Science fiction
7599,Drama
2570,Action
78348,Party
501,Action
501,Stealth
501,Open world
124,Action
124,Horror
124,Survival
5059,Comedy
4916,NA
218862,Action
218860,Action
218861,Action
218869,Action
218874,Action
218866,Action
218871,Action
218870,Action
218876,Action
218877,Action
72572,NA
218880,Action
102663,Action
102663,Science fiction
150104,Action
150104,Science fiction
80472,NA
75697,NA
3890,NA
198644,NA
6180,Action
6180,Horror
6180,Survival
198721,NA
4975,Kids
200894,Action
4763,Action
4763,Fantasy
3780,Action
72783,Action
72783,Science fiction
3568,Fantasy
3568,Warfare
91676,NA
77197,Science fiction
200902,Action
209977,Action
65982,NA
218879,Action
218875,Action
218878,Action
3873,Action
3873,Science fiction
42726,NA
3797,Action
2722,Action
2722,Comedy
2722,Sandbox
21372,Action
136734,Non-fiction
1141,Action
1141,Fantasy
1141,Horror
50929,NA
26346,Fantasy
1610,Action
1610,Fantasy
154321,NA
6786,Historical
6786,Mystery
44,Action
44,Fantasy
44,Science fiction
44,Comedy
43695,Romance
299,Fantasy
299,Historical
299,Warfare
5669,Action
218773,Action
218773,Science fiction
154250,Fantasy
8997,NA
7923,Educational
121368,Science fiction
8244,NA
209976,Action
21418,NA
66454,NA
47357,NA
6845,NA
43706,NA
71885,Party
21260,Action
5017,NA
348,Action
5040,NA
119392,Historical
5844,Action
5187,NA
37835,Educational
10658,Non-fiction
2749,Action
218863,Action
218770,Action
218868,Action
218864,Action
218872,Action
218865,Action
3843,Action
85916,NA
18034,Action
18034,Science fiction
44747,NA
11856,Action
37834,NA
8995,NA
60040,NA
21088,Science fiction
21088,Historical
43691,NA
46775,Action
46775,Science fiction
49248,NA
28197,Non-fiction
6609,Action
6609,Science fiction
3559,NA
19929,NA
4578,Action
218615,NA
11672,Action
1459,Action
1459,Comedy
1545,Action
1545,Science fiction
198829,NA
6864,Action
6864,Fantasy
6864,Science fiction
6864,Comedy
43705,NA
49409,Action
49409,Comedy
44775,NA
71285,Historical
71285,Mystery
2859,Action
2859,Horror
2859,Comedy
2966,Action
2966,Science fiction
2966,Comedy
2966,Kids
20263,NA
5184,Action
5184,Comedy
49956,NA
66609,Action
66609,Science fiction
45224,NA
200998,Action
200998,Science fiction
12316,Action
12316,Comedy
198645,NA
3561,NA
39471,Action
5191,NA
295,Science fiction
295,Historical
295,Warfare
20165,NA
3053,Action
3053,Science fiction
3053,Comedy
8092,Action
46029,Action
46029,Science fiction
49291,Action
49291,Science fiction
49291,Comedy
43399,NA
4791,Party
2766,Action
27041,Action
401,Action
401,Fantasy
23086,Action
1299,Action
1299,Warfare
4815,NA
21524,Comedy
21524,Kids
21524,Party
4853,Action
5201,Action
47685,Action
8608,NA
3952,Action
6195,Action
6195,Science fiction
1137,Action
1137,Horror
5687,Action
1851,Action
85569,Science fiction
51037,Action
200818,Action
3955,Action
4012,Action
4012,Science fiction
5227,NA
71128,Action
3593,Action
4923,Action
3300,Kids
3300,Party
197930,Action
197930,Science fiction
5176,Science fiction
2694,Party
44916,NA
5492,Action
5492,Science fiction
5296,NA
7588,Action
1420,Action
200910,Action
200910,Fantasy
80414,Action
2634,Action
2634,Comedy
1693,Science fiction
1693,Warfare
6912,Action
6912,Horror
1746,Action
1746,Science fiction
3475,Comedy
44932,Non-fiction
21888,Action
21888,Horror
1754,Action
1754,Science fiction
218881,Action
2639,Action
2639,Science fiction
2639,Comedy
23518,Party
2264,Action
2264,Comedy
78341,NA
2641,Action
2641,Science fiction
2641,Educational
2641,Kids
2641,Party
218267,NA
3683,Fantasy
3683,Science fiction
3683,Comedy
4144,Action
4144,Science fiction
4144,Warfare
3382,Sandbox
5314,Action
20040,Action
