kglID,Title,Year,Publisher,Genre
5166,Galaga: Destination Earth,2000,Hasbro Interactive,Shooter
5167,G.I. Joe: The Rise of Cobra,2009,Electronic Arts,Action
5168,Ar tonelico Qoga: Knell of Ar Ciel,2010,Tecmo Koei,Role-Playing
5169,Polly Pocket: Super Splash Island,2003,Knowledge Adventure,Action
5170,Tony Hawk's Downhill Jam,NA,Activision,Sports
5171,Sesame Street: Elmo's Number Journey,1998,NewKidCo,Misc
5172,Rampage,1988,Activision,Action
5173,Dark Cavern,1981,Mattel Interactive,Shooter
5174,Jewels of the Tropical Lost Island,2010,Storm City Games,Puzzle
5175,Afro Samurai,2009,Atari,Action
5176,Sands of Destruction,2008,Sega,Role-Playing
5177,Silent Hill: Book of Memories,2012,Konami Digital Entertainment,Action
5178,Lunar Knights,2006,Konami Digital Entertainment,Role-Playing
5179,The Walking Dead: Season Two,2014,Telltale Games,Adventure
5180,Naruto: Path of the Ninja 2,2006,Takara Tomy,Role-Playing
5181,Wallace & Gromit in Project Zoo,2003,BAM! Entertainment,Platform
5182,Karaoke Revolution Volume 2,2004,Konami Digital Entertainment,Misc
5183,Wizards of Waverly Place: Spellbound,2010,Disney Interactive Studios,Misc
5184,Love Plus +,2010,Konami Digital Entertainment,Simulation
5185,Etrian Mystery Dungeon,2015,Nippon Ichi Software,Role-Playing
5186,Mobile Suit Gundam: Climax U.C.,2006,Namco Bandai Games,Action
5187,Street Fighter EX2 Plus,1998,Virgin Interactive,Fighting
5188,The Smurfs 2,2013,Ubisoft,Platform
5189,Big Family Games,2009,THQ,Misc
5190,Big Beach Sports 2,NA,THQ,Sports
5191,Jet X20,NA,Unknown,Racing
5192,Super Robot Taisen D,2003,Banpresto,Strategy
5193,Buffy the Vampire Slayer,2002,Electronic Arts,Action
5194,Saint Seiya: Sanctuary Battle,2011,Namco Bandai Games,Action
5195,Girls Mode 3: Kirakira Code,2015,Nintendo,Action
5196,Meteos,2005,Nintendo,Puzzle
5197,Cross Edge,2008,Nippon Ichi Software,Role-Playing
5198,Hotel for Dogs,2008,505 Games,Simulation
5199,Pro Yakyuu Team o Tsukurou!,1999,Sega,Sports
5200,Me & My Katamari,2005,Namco Bandai Games,Puzzle
5201,Asphalt: Injection,2011,Ubisoft,Action
5202,Total War: Attila,2015,Sega,Strategy
5203,World Series Baseball,2002,Sega,Sports
5204,SingStar Pop Edition,2009,Sony Computer Entertainment,Misc
5205,Test Drive: Eve of Destruction,2004,Atari,Racing
5206,Dynasty Warriors: Gundam Reborn,2013,Tecmo Koei,Action
5207,Hatsune Miku: Project Diva f,2012,Sega,Misc
5208,Carnival Island,2011,Sony Computer Entertainment,Misc
5209,Jeremy McGrath Supercross World,2001,Acclaim Entertainment,Racing
5210,M&M's Kart Racing,2007,Zoo Digital Publishing,Racing
5211,Rock Band Track Pack: Classic Rock,2009,MTV Games,Misc
5212,The Scorpion King: Rise of the Akkadian,2002,Universal Interactive,Action
5213,Let's Make a Soccer Team!,2006,Sega,Sports
5214,Monster Hunter G,2005,Capcom,Role-Playing
5215,All-Star Baseball 2001,2000,Acclaim Entertainment,Sports
5216,Pinball Hall of Fame: The Gottlieb Collection,2005,Play It,Misc
5217,Star Wars Jedi Knight II: Jedi Outcast,2002,Activision,Shooter
5218,Pitfall: The Big Adventure,2008,Activision,Adventure
5219,Worms: Battle Islands,2010,THQ,Strategy
5220,ESPN NHL Hockey,2003,Sega,Sports
5221,Harvest Moon GB,1997,Victor Interactive,Simulation
5222,Imagine: Detective,2009,Ubisoft,Simulation
5223,NCAA GameBreaker 2003,2002,Sony Computer Entertainment,Sports
5224,Gundam Battle Assault,1998,Namco Bandai Games,Fighting
5225,Virtua Fighter Kids,1995,Sega,Fighting
5226,Lunar: Silver Star Story,1996,Kadokawa Shoten,Role-Playing
5227,Age of Empires: The Age of Kings,2006,THQ,Strategy
5228,What's Cooking? Jamie Oliver,2008,Atari,Simulation
5229,Tom Clancy's Rainbow Six: Rogue Spear,2001,Ubisoft,Shooter
5230,NHL FaceOff 2001,2000,Sony Computer Entertainment,Sports
5231,Ultimate Duck Hunting: Hunting & Retrieving Ducks,2007,Detn8 Games,Sports
5232,Yu-Gi-Oh! GX: Duel Academy,2005,Konami Digital Entertainment,Misc
5233,Tribes: Aerial Assault,NA,Unknown,Shooter
5234,Colony Wars: Vengeance,1998,Psygnosis,Simulation
5235,Last Window: The Secret of Cape West,2010,Nintendo,Adventure
5236,Yu-Gi-Oh! GX: Tag Force 3,2008,Konami Digital Entertainment,Strategy
5237,I Love Horses,2008,GSP,Simulation
5238,Karaoke Revolution Glee 2: Road to Regionals,2011,Konami Digital Entertainment,Misc
5239,The King of Fighters '95 ,1994,SNK,Fighting
5240,Perfect Weapon,1996,American Softworks,Action
5241,Luminous Arc 2,2008,Rising Star Games,Role-Playing
5242,Mafia,2004,Take-Two Interactive,Action
5243,Deadly Creatures,2009,THQ,Action
5244,Airblade,2001,Sony Computer Entertainment,Sports
5245,Mega Man & Bass,2002,Capcom,Platform
5246,NBA Live 15,2014,Electronic Arts,Sports
5247,Puss in Boots,2011,THQ,Action
5248,Family Fest presents: Movie Games,2008,Ubisoft,Action
5249,AKB1/149: Love Election,2012,Namco Bandai Games,Adventure
5250,Pro Yakyuu Team o Tsukurou! 2,2003,Sega,Sports
5251,Musou Orochi Z,2009,Tecmo Koei,Action
5252,World Series of Poker 2008: Battle for the Bracelets,2007,Activision,Misc
5253,Naruto Shippuden: Ninja Council 4,2007,Nintendo,Action
5254,Genji: Dawn of the Samurai,2005,Sony Computer Entertainment,Action
5255,Rocket League,2016,505 Games,Sports
5256,The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,2009,Namco Bandai Games,Adventure
5257,Critical Depth,1997,GT Interactive,Action
5258,Tales of VS.,2009,Namco Bandai Games,Fighting
5259,Saka-Tsuku DS: Touch and Direct,2008,Sega,Sports
5260,Super Swing Golf,2006,Nintendo,Sports
5261,The Italian Job,2003,Eidos Interactive,Racing
5262,Mega Man Battle Network 5: Team Colonel / Protoman,2004,Capcom,Role-Playing
5263,Barbie and the Three Musketeers,2009,Activision,Adventure
5264,Star Ocean,1996,Enix Corporation,Role-Playing
5265,Naruto: Ninja Council 2 European Version,2005,Tomy Corporation,Fighting
5266,Soldier of Fortune II: Double Helix,2003,Activision,Shooter
5267,Final Fantasy XI: Treasures of Aht Urhgan,2006,Square Enix,Role-Playing
5268,Alundra,1997,Psygnosis,Role-Playing
5269,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,2010,Konami Digital Entertainment,Sports
5270,Super R-Type,1991,Nintendo,Shooter
5271,Rampage 2: Universal Tour,1998,GT Interactive,Action
5272,Super Robot Taisen F Kanketsuhen,1999,Banpresto,Strategy
5273,BlowOut,2003,Zoo Digital Publishing,Shooter
5274,NFL Blitz Pro,2003,Midway Games,Sports
5275,TRON: Evolution - Battle Grids,2010,Disney Interactive Studios,Racing
5276,The Raiden Project,1995,Ocean,Shooter
5277,Hooked! Real Motion Fishing,2007,505 Games,Sports
5278,Pocket Fighter,1997,Virgin Interactive,Fighting
5279,Bicycle Casino 2005,2004,Zoo Digital Publishing,Misc
5280,Valhalla Knights 2,2008,Rising Star Games,Role-Playing
5281,.hack//G.U. Vol.2//Reminisce,2006,Namco Bandai Games,Role-Playing
5282,Disgaea: Afternoon of Darkness,2006,Tecmo Koei,Role-Playing
5283,Ratchet & Clank: Full Frontal Assault,2012,Sony Computer Entertainment,Adventure
5284,Family Party: 30 Great Games Winter Fun,2010,D3Publisher,Sports
5285,NCAA GameBreaker 2004,2003,Sony Computer Entertainment,Sports
5286,101-in-1 Party Megamix Wii,2009,Nordcurrent,Misc
5287,The Polar Express,2004,THQ,Adventure
5288,Dinosaur King,2007,Sega,Strategy
5289,Buzz! Junior: RoboJam,2007,Sony Computer Entertainment,Misc
5290,All Star Karate,2010,THQ,Action
5291,Tetris Attack,1996,Nintendo,Puzzle
5292,NBA ShootOut 2003,2002,Sony Computer Entertainment,Sports
5293,The Magic School Bus: Oceans,2011,Scholastic Inc.,Adventure
5294,Shin Nippon Pro Wrestling: Toukon Retsuden 3,1998,Tomy Corporation,Fighting
5295,Senran Kagura: Estival Versus,2015,Marvelous Interactive,Action
5296,Digimon World DS ,2006,Namco Bandai Games,Role-Playing
5297,NHL FaceOff 2003,2002,Sony Computer Entertainment,Sports
5298,Jersey Devil,1997,Ocean,Platform
5299,Rogue Ops,2003,Kemco,Action
5300,NBA Street: Showdown,2005,Electronic Arts,Sports
5301,3rd Super Robot Wars Z Jigoku Hen,2014,Namco Bandai Games,Role-Playing
5302,Petz Monkeyz House,2008,Ubisoft,Simulation
5303,Legion: The Legend of Excalibur,2002,Midway Games,Action
5304,FaceBreaker K.O. Party,2008,Electronic Arts,Fighting
5305,Justice League Heroes,2006,Eidos Interactive,Role-Playing
5306,Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,2011,Namco Bandai Games,Action
5307,Yu-Gi-Oh! GX: Spirit Caller ,2006,Konami Digital Entertainment,Misc
5308,Sword Art Online: Infinity Moment,2013,Namco Bandai Games,Role-Playing
5309,Spartan: Total Warrior,2005,Sega,Action
5310,Killer is Dead,2013,Deep Silver,Action
5311,EX Monopoly,2001,Takara,Misc
5312,64 de Hakken! Tamagotchi Minna de Tamagotchi World,1997,Namco Bandai Games,Misc
5313,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,2003,Acclaim Entertainment,Misc
5314,Deadly Duck,1981,20th Century Fox Video Games,Shooter
5315,Assault,1982,Bomb,Action
5316,Reactor,1981,Parker Bros.,Action
5317,Ys Seven,2009,Falcom Corporation,Role-Playing
5318,Gundam Battle Chronicle,2007,Namco Bandai Games,Action
5319,Danball Senki Boost,2011,Level 5,Action
5320,Kidz Bop Dance Party! The Video Game,2010,D3Publisher,Misc
5321,Whirl Tour,2002,Crave Entertainment,Sports
5322,Time Crisis: Crisis Zone,2004,Namco Bandai Games,Shooter
5323,Momotarou Dentetsu 15,2005,Hudson Soft,Misc
5324,Discovery Kids: Dolphin Discovery,2008,505 Games,Simulation
5325,Hatsune Miku: Project Mirai 2,2013,Sega,Action
5326,Skies of Arcadia Legends,2002,Atari,Role-Playing
5327,Cloudy With a Chance of Meatballs,2009,Ubisoft,Platform
5328,Sengoku Basara 3 Utage,2011,Capcom,Action
5329,Breath of Fire,2001,Ubisoft,Role-Playing
5330,Ragnarok DS,2008,GungHo,Role-Playing
5331,Ford vs. Chevy,2005,Global Star,Racing
5332,Hamtaro: Ham-Ham Games,2004,Nintendo,Sports
5333,Danny Phantom: The Ultimate Enemy,2005,THQ,Action
5334,Petz Rescue: Endangered Paradise,2008,Ubisoft,Adventure
5335,MotoGP 09/10,2010,Capcom,Racing
5336,Rune Factory: Tides of Destiny,2011,Marvelous Interactive,Role-Playing
5337,A Boy and His Blob,2009,Majesco Entertainment,Platform
5338,Battleborn,2016,Take-Two Interactive,Shooter
5339,Move Fitness,NA,Sony Computer Entertainment,Sports
5340,Atelier Escha & Logy: Alchemists of the Dusk Sky,2013,Tecmo Koei,Role-Playing
5341,Hidden Mysteries: Buckingham Palace,2010,Avanquest,Puzzle
5342,Crazy Climber,1981,Atari,Action
5343,Super Adventure Island,1992,Hudson Soft,Platform
5344,Bust-A-Move 4,1998,Acclaim Entertainment,Puzzle
5345,NFL Quarterback Club 97,1996,Acclaim Entertainment,Sports
5346,Galactic Wrestling: Featuring Ultimate Muscle,2004,Namco Bandai Games,Fighting
5347,Petz: Horse Club,2008,Ubisoft,Misc
5348,Dino Stalker,2002,Capcom,Shooter
5349,Rapala's Fishing Frenzy,2008,Activision,Sports
5350,Mobile Suit Gundam Seed,2003,Namco Bandai Games,Action
5351,Shinobi,2011,Sega,Platform
5352,Tony Hawk's Downhill Jam,2006,Activision,Sports
5353,Mega Man Zero 3,2004,Capcom,Platform
5354,Hitman: HD Trilogy,2013,Square Enix,Action
5355,Aliens vs Predator: Requiem,2007,Vivendi Games,Action
5356,Castlevania: Lords of Shadow 2,2014,Konami Digital Entertainment,Action
5357,KORG DS-10 Synthesizer,2008,AQ Interactive,Misc
5358,Tenchu: Shadow Assassins,2008,Ubisoft,Action
5359,Barbie Super Sports,1999,Mattel Interactive,Sports
5360,CSI: Fatal Conspiracy,2010,Ubisoft,Adventure
5361,Nicktoons Collection: Game Boy Advance Video Volume 2,2004,N/A,Misc
5362,Dungeon Hunter Alliance,2012,Ubisoft,Action
5363,Duel Masters: Kaijudo Showdown,2004,Atari,Misc
5364,Imagine: Boutique Owner,2009,Ubisoft,Simulation
5365,Cursed Mountain,2009,Deep Silver,Adventure
5366,ECW Hardcore Revolution,2000,Acclaim Entertainment,Fighting
5367,Mega Man 64,2000,Capcom,Action
5368,Chou-Kuukan Night Pro Yakyuu King,1996,Imagineer,Sports
5369,Rampage 2: Universal Tour,1999,GT Interactive,Action
5370,Ms. Pac-Man: Maze Madness,2000,Namco Bandai Games,Puzzle
5371,Tales of Graces,2009,Namco Bandai Games,Role-Playing
5372,Age of Empires: Mythologies,2008,THQ,Strategy
5373,Viewtiful Joe 2,2004,Capcom,Action
5374,Where's Waldo? The Fantastic Journey,2009,Ubisoft,Adventure
5375,ATV Quad Kings,2009,Zoo Digital Publishing,Racing
5376,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,2002,Acclaim Entertainment,Misc
5377,Jewel Quest: Expeditions,2007,Avanquest,Puzzle
5378,NBA Jam Extreme,1996,Acclaim Entertainment,Sports
5379,Dragon Ball: Origins ,2008,Atari,Adventure
5380,Touch the Dead,2007,Eidos Interactive,Shooter
5381,Tropico 3,2009,Kalypso Media,Strategy
5382,Nickelodeon Party Blast,2002,Infogrames,Misc
5383,NHL Championship 2000,1998,Fox Interactive,Sports
5384,Shellshock: Nam '67,2004,Eidos Interactive,Shooter
5385,Kartia: The Word of Fate,1998,Konami Digital Entertainment,Strategy
5386,Tales of Berseria,2016,Namco Bandai Games,Role-Playing
5387,Magna Carta: Tears of Blood,2004,505 Games,Role-Playing
5388,Lethal Skies Elite Pilot: Team SW,2001,Sammy Corporation,Simulation
5389,Capcom vs. SNK,2000,Virgin Interactive,Fighting
5390,NBA Live 09 All-Play,2008,Electronic Arts,Sports
5391,Infinite Space,2009,Sega,Role-Playing
5392,Yoostar2,2011,Unknown,Misc
5393,Transformers: Devastation,2015,Activision,Action
5394,Tamagotchi no KiraKira Omisecchi,2008,Namco Bandai Games,Misc
5395,You Don't Know Jack,2011,THQ,Misc
5396,Pinball Hall of Fame: The Williams Collection,2009,Crave Entertainment,Misc
5397,NFL Quarterback Club 2002,2001,Acclaim Entertainment,Sports
5398,Kirby's Star Stacker,1997,Nintendo,Puzzle
5399,Full Auto,2006,Sega,Shooter
5400,Growlanser: Heritage of War,2006,Rising Star Games,Role-Playing
5401,Hasbro Family Game Night,2009,Electronic Arts,Puzzle
5402,Shin Megami Tensei x Fire Emblem,2015,Nintendo,Role-Playing
5403,Rugby 2004,2003,Electronic Arts,Sports
5404,Disney's Magical Quest Starring Mickey and Minnie,2002,Nintendo,Action
5405,Spirit Camera: The Cursed Memoir,2012,Nintendo,Adventure
5406,Naruto: Ninja Council,2003,Tomy Corporation,Action
5407,Shin Megami Tensei: Persona,2009,Atlus,Role-Playing
5408,DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,2007,Tecmo Koei,Adventure
5409,Jikkyou Powerful Major League,2006,Konami Digital Entertainment,Sports
5410,Darksiders II,2015,Nordic Games,Action
5411,Saltwater Sportfishing,2001,Take-Two Interactive,Sports
5412,Yoshi Touch & Go ,2005,Nintendo,Platform
5413,Samurai Jack: The Amulet of Time,2003,Zoo Digital Publishing,Platform
5414,Pass the Pigs,2008,THQ,Misc
5415,J-League Winning Eleven 2008: Club Championship,2008,Konami Digital Entertainment,Sports
5416,Jackie Chan: Stuntmaster,1999,Sony Computer Entertainment,Action
5417,Sports Car GT,1999,Electronic Arts,Racing
5418,Lost Planet 3,2013,Capcom,Shooter
5419,Order Up!,2008,Zoo Digital Publishing,Misc
5420,Code Name: S.T.E.A.M.,2015,Nintendo,Strategy
5421,SBK X: Superbike World Championship,2010,Black Bean Games,Racing
5422,NBA Live 14,2013,Electronic Arts,Sports
5423,Kanzen Chuuki Pro Yakyuu Greatest Nine,1995,Sega,Sports
5424,Over G Fighters,2006,Ubisoft,Simulation
5425,Sailor Moon,1993,Namco Bandai Games,Action
5426,Apache: Air Assault,2010,Activision,Simulation
5427,Herdy Gerdy,2002,Eidos Interactive,Adventure
5428,EVE Online,2003,CCP,Role-Playing
5429,Digimon World Re:Digitize,2012,Namco Bandai Games,Action
5430,Ninja Gaiden: Dragon Sword,2008,Tecmo Koei,Action
5431,Ride,2015,Milestone S.r.l.,Racing
5432,Blue Dragon Plus,2008,Ignition Entertainment,Role-Playing
5433,NBA in the Zone 2000,2000,Konami Digital Entertainment,Sports
5434,Dark Summit,2001,THQ,Sports
5435,Afrika,2008,Unknown,Adventure
5436,Cabela's Big Game Hunter: Ultimate Challenge,2001,Activision Value,Sports
5437,The Legend of Heroes: Trails in the Sky First Chapter,2006,Ghostlight,Role-Playing
5438,Are You Smarter Than a 5th Grader? Back to School,2010,Nintendo,Misc
5439,Steins;Gate,2013,PQube,Adventure
5440,The Dukes of Hazzard: Return of the General Lee,2004,Ubisoft,Racing
5441,Pandemonium!,1996,BMG Interactive Entertainment,Platform
5442,SingStar: Back to the 80s,2011,Sony Computer Entertainment,Misc
5443,Crash 'N' Burn,2004,Eidos Interactive,Racing
5444,NBA,2005,Sony Computer Entertainment,Sports
5445,Pro Yakyuu Greatest Nine '97,1997,Sega,Sports
5446,Final Fantasy Fables: Chocobo's Dungeon,2007,Square Enix,Role-Playing
5447,Lunar: Silver Star Story Complete,1997,Kadokawa Shoten,Role-Playing
5448,Dorabase DS: Dramatic Stadium,2007,Namco Bandai Games,Sports
5449,Disaster Report,2002,Agetec,Action
5450,EVE: burst error,1997,Imagineer,Adventure
5451,We Sing Robbie Williams,2010,Nordic Games,Misc
5452,Backyard NFL Football '09,2008,Atari,Sports
5453,Akiba's Trip: Undead & Undressed,2013,Nippon Ichi Software,Action
5454,College Hoops 2K7,2006,Take-Two Interactive,Sports
5455,Big League Sports,2011,Activision,Sports
5456,WCW Backstage Assault,1999,Electronic Arts,Action
5457,Baja: Edge of Control,2008,THQ,Racing
5458,Wild Wild Racing,2000,Interplay,Racing
5459,Magician's Quest: Town of Magic,2012,Konami Digital Entertainment,Simulation
5460,The Bard's Tale,2004,Ubisoft,Role-Playing
5461,Momotarou Dentetsu 16,2006,Hudson Soft,Misc
5462,Robotech: The Macross Saga,2002,TDK Mediactive,Shooter
5463,Yu Yu Hakusho: Dark Tournament,NA,N/A,Fighting
5464,Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,2010,Namco Bandai Games,Action
5465,Conflict Zone,2002,Ubisoft,Strategy
5466,de Blob 2,2011,THQ,Platform
5467,50 Cent: Blood on the Sand,2009,THQ,Shooter
5468,Tenchu: Return From Darkness,2004,Activision,Action
5469,World Poker Tour,2005,Take-Two Interactive,Misc
5470,Neo Contra,2004,Konami Digital Entertainment,Shooter
5471,MVP Baseball,2005,Electronic Arts,Sports
5472,GRID Autosport,2014,Codemasters,Racing
5473,Ghostbusters II,NA,Activision,Action
5474,Breakaway IV,NA,Sears,Puzzle
5475,RealSports Baseball,1981,Atari,Sports
5476,Now! That's What I Call Music: Dance & Sing,2011,Unknown,Misc
5477,Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,2011,Konami Digital Entertainment,Strategy
5478,Rayman Raving Rabbids,2007,Ubisoft,Misc
5479,Quake III: Revolution,2001,Electronic Arts,Shooter
5480,Pac-Man World 3,2005,Namco Bandai Games,Platform
5481,Naruto: Clash of Ninja ,2003,Tomy Corporation,Fighting
5482,Robotech: Battlecry,NA,Unknown,Shooter
5483,NOÃ«L: NOT DiGITAL,1996,Pioneer LDC,Adventure
5484,Transformer: Rise of the Dark Spark,2014,Activision,Action
5485,Dragon Ball Z Hyper Dimension,1995,Namco Bandai Games,Fighting
5486,Senran Kagura 2: Deep Crimson,2014,Marvelous Entertainment,Action
5487,Champion Jockey: G1 Jockey & Gallop Racer,2011,Tecmo Koei,Sports
5488,HBO Boxing,2000,Acclaim Entertainment,Fighting
5489,Yoga Wii,2009,JoWood Productions,Sports
5490,Cabela's Survival: Shadows of Katmai,2011,Activision,Sports
5491,Prince of Persia: Revelations,2005,Ubisoft,Adventure
5492,Front Mission 5: Scars of the War,2005,Square Enix,Strategy
5493,Maximo vs Army of Zin,2003,Capcom,Platform
5494,The Fairly OddParents: Breakin' Da Rules,2003,THQ,Platform
5495,Namco Museum Megamix,2010,Namco Bandai Games,Misc
5496,Wedding Dash,2009,Zoo Games,Action
5497,Hot Shots Tennis: Get a Grip,2010,Sony Computer Entertainment,Sports
5498,Summoner 2,2002,THQ,Role-Playing
5499,The Land Before Time: Big Water Adventure,2002,TDK Mediactive,Platform
5500,Shadow of Destiny,2001,Konami Digital Entertainment,Adventure
5501,Valkyria Chronicles III: Unrecorded Chronicles,NA,Sega,Strategy
5502,ClayFighter 63 1/3,1997,Interplay,Fighting
5503,Monopoly,1999,Hasbro Interactive,Misc
5504,Cruis'n Exotica,2000,Midway Games,Racing
5505,Gex 3: Deep Cover Gecko,1999,Crave Entertainment,Platform
5506,WinBack: Covert Operations,1999,Virgin Interactive,Shooter
5507,Heroes of Ruin,2012,Nintendo,Role-Playing
5508,Bastard!! Utsuro Naru Kamigami no Utsuwa,1996,Seta Corporation,Role-Playing
5509,The King of Fighters '96,1996,SNK,Fighting
5510,WRC: FIA World Rally Championship,NA,Black Bean Games,Racing
5511,Angel Blade: Neo Tokyo Guardians,1997,On Demand,Role-Playing
5512,Threads of Fate,1999,SquareSoft,Role-Playing
5513,PoPoLoCrois Monogatari II,2000,Sony Computer Entertainment,Role-Playing
5514,Famicom Mini: Ganbare Goemon! Karakuri Douchuu,2004,Konami Digital Entertainment,Platform
5515,Vampire Rain,2007,Microsoft Game Studios,Action
5516,Way of the Samurai 3,2009,Gamebridge,Action
5517,Deus Ex: The Conspiracy,2002,Eidos Interactive,Action
5518,Unreal II: The Awakening,2004,Atari,Shooter
5519,Rumble Racing,2001,Electronic Arts,Racing
5520,Disgaea D2: A Brighter Darkness,2013,Nippon Ichi Software,Role-Playing
5521,Just Dance: Greatest Hits,2012,Ubisoft,Misc
5522,J-League Winning Eleven 10 + Europa League 06-07,2006,Konami Digital Entertainment,Sports
5523,Shrek: Reekin' Havoc,2003,TDK Mediactive,Platform
5524,Solatorobo: Red the Hunter,2010,Nintendo,Role-Playing
5525,Tales of Phantasia: Narikiri Dungeon X,2010,Namco Bandai Games,Role-Playing
5526,JSRF: Jet Set Radio Future,2002,Sega,Action
5527,The Last Airbender,2010,THQ,Action
5528,StokEd,2009,Zushi Games,Sports
5529,Rollcage,1999,Psygnosis,Racing
5530,ESPN Winter X Games: Snowboarding 2002,2000,Konami Digital Entertainment,Sports
5531,Project: Snowblind,2005,Eidos Interactive,Action
5532,Tony Hawk's Motion,2008,Activision,Sports
5533,Super Robot Taisen K,2009,Namco Bandai Games,Strategy
5534,Mortal Kombat: Special Forces,2000,Midway Games,Fighting
5535,Dragon Ball Z: Harukanaru Densetsu,2007,Namco Bandai Games,Role-Playing
5536,I Spy: Castle,2011,Scholastic Inc.,Puzzle
5537,Shin Megami Tensei: Persona 3 ,2006,Tecmo Koei,Role-Playing
5538,Greg Hastings Paintball 2,2010,Majesco Entertainment,Shooter
5539,Evil Dead: Regeneration,2005,THQ,Action
5540,Marvel Super Hero Squad: Comic Combat,2011,THQ,Action
5541,X-Men: Children of the Atom,1995,Acclaim Entertainment,Fighting
5542,Barbie Fashion Show: An Eye for Style,2008,Activision,Misc
5543,Tiger Woods PGA Tour,2005,Electronic Arts,Sports
5544,Yarudora Series Vol. 2: Kisetsu wo Dakishimete,1998,Sony Computer Entertainment,Adventure
5545,NHL 2K3,2002,Sega,Sports
5546,Heisei Kyouiku linkai DS,2006,Namco Bandai Games,Misc
5547,SpongeBob SquarePants: Game Boy Advance Video Volume 3,2004,N/A,Misc
5548,The Naked Brothers Band: The Video Game,2008,THQ,Misc
5549,Final Fight One,2001,Ubisoft,Fighting
5550,Gallop Racer 2003: A New Breed,2002,Zoo Digital Publishing,Sports
5551,BeyBlade VForce: Super Tournament Battle,2002,Atari,Action
5552,Little Battlers eXperience: Baku Boost,2012,Nintendo,Action
5553,Anarchy Reigns,2012,Sega,Action
5554,J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,2011,Sega,Sports
5555,Bugs Bunny & Taz: Time Busters,2000,Infogrames,Adventure
5556,Kung Fu Rider,2010,Sony Computer Entertainment,Action
5557,Jikkyou Powerful Pro Yakyuu 2012,2012,Konami Digital Entertainment,Action
5558,Power Rangers: Wild Force,2002,THQ,Action
5559,The Wolf Among Us,2014,Telltale Games,Adventure
5560,Battle of Giants: Dinosaurs Strike,2010,Ubisoft,Strategy
5561,Attack on Titan ,2016,Tecmo Koei,Action
5562,The King of Fighters '95,1995,SNK,Fighting
5563,Discovery Kids: Pony Paradise,2009,505 Games,Simulation
5564,Mary-Kate and Ashley: Girls Night Out,2002,Acclaim Entertainment,Misc
5565,Cabela's North American Adventures,2010,Activision,Sports
5566,Enchanted Arms,2007,Ubisoft,Role-Playing
5567,Beyblade G-Revolution,2004,Atari,Action
5568,Trade & Battle: Card Hero,2000,Nintendo,Strategy
5569,World Championship Cards,2008,Crave Entertainment,Misc
5570,Chronicles of Mystery: Curse of the Ancient Temple,2009,City Interactive,Adventure
5571,Capcom Fighting Evolution,2004,Capcom,Fighting
5572,Frogger 3D,2011,Konami Digital Entertainment,Action
5573,SD Gundam GNext,1995,Namco Bandai Games,Strategy
5574,Backyard NFL Football 2006,2005,Atari,Sports
5575,Sloane to MacHale no Nazo no Monogatari,2009,Level 5,Puzzle
5576,DarkStar One: Broken Alliance,2010,Kalypso Media,Simulation
5577,My Fitness Coach 2: Exercise and Nutrition,2009,Black Bean Games,Sports
5578,Sengoku Basara 2 Heroes,2007,Capcom,Action
5579,Buzz! The Schools Quiz,2008,Sony Computer Entertainment,Misc
5580,Suikoden Tactics,2005,Konami Digital Entertainment,Strategy
5581,Mobile Suit Gundam: Crossfire,2006,Namco Bandai Games,Simulation
5582,Phantasy Star Online,2000,Sega,Role-Playing
5583,Crazy Taxi 3: High Roller,2002,Sega,Racing
5584,Dark Messiah of Might and Magic Elements,2008,Ubisoft,Role-Playing
5585,Just Dance 2: Extra Songs,2011,Ubisoft,Misc
5586,International Superstar Soccer 2000,2000,Konami Digital Entertainment,Sports
5587,CandyLand / Chutes & Ladders / Memory,2005,Zoo Digital Publishing,Misc
5588,The Bible Game,2005,Crave Entertainment,Misc
5589,Drift King Shutokou Battle '94,1994,BPS,Racing
5590,Shining Blade,2012,Sega,Role-Playing
5591,Fairy Fencer F,2013,Nippon Ichi Software,Role-Playing
5592,Atelier Shallie: Alchemists of the Dusk Sea,2014,Tecmo Koei,Role-Playing
5593,The Ultimate Red Ball Challenge,2009,Mindscape,Misc
5594,PBR: Out of the Chute,2008,Crave Entertainment,Sports
5595,The King of Fighters Collection: The Orochi Saga,2006,Ignition Entertainment,Fighting
5596,Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,2003,Konami Digital Entertainment,Sports
5597,Arcana Heart 3,2011,PQube,Fighting
5598,Tekken 3D: Prime Edition,2012,Nintendo,Fighting
5599,Deal or No Deal: The Banker is Back!,2008,Mindscape,Misc
5600,Jillian Michaels' Fitness Adventure,2011,505 Games,Misc
5601,State of Decay,2015,Microsoft Game Studios,Strategy
